Date,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,AXISBANK.NS,RELIANCE.NS,ONGC.NS,POWERGRID.NS,NTPC.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS,BRITANNIA.NS
2023-07-14 00:00:00+05:30,0.052117172733983086,0.04457547062450451,0.027263445258919994,0.038014063273572596,0.0020718125176992785,0.0045516251448178835,-0.002134301099351532,-0.0032287322725826906,-0.0008384515125966496,0.00864128029671285,-0.012546226153262063,-0.002394962770572273,0.008362606551753027,0.0019067508026933133,0.013904008290817282,0.00841796401099315
2023-07-17 00:00:00+05:30,-0.0065297928139690375,-0.002104039964841986,0.025182116257649323,0.0024327555100513987,0.020918184000722873,0.00900996012252997,0.028576204131775862,0.008150005531836868,0.020432722209437593,-0.016839211477279292,0.003957386186457246,-0.005067950807843058,0.0017930209801306773,-0.0011630381645424404,-0.0029087032731608398,0.001996778289483192
2023-07-18 00:00:00+05:30,0.0014748856177755343,0.03671955384934167,0.004695993396392817,0.01165766977773397,-0.0008338656606728945,0.006968109109825704,-0.01455663094980697,-0.0012435986540216826,0.008492084133821187,0.0030049445226221216,0.0006225963235895193,0.0045574798017540274,0.0004103282409071429,0.00031749881610898534,-0.004056826996832075,-0.015417698752668518
2023-07-19 00:00:00+05:30,-0.007664100928607587,-0.00016944003292862497,0.001797686320932801,0.0015850122226144236,0.004530541030957513,-0.002050330872995665,0.015362651006844086,0.0006744361850523628,0.007587489424702998,-0.0008987321198162812,0.00870815771728184,0.02775579205481571,-0.004174828789797247,0.013439254120119815,-0.001575711096062915,0.0003455712909763431
2023-07-20 00:00:00+05:30,0.0006502248498232444,-0.01725477309028889,-0.0007177990712176063,-0.0028039451973483898,0.0021660425229403923,0.022754085320136896,0.014298707095853125,0.01410352994311248,-0.0012110720968407929,0.002698722678651677,0.0041109996424264494,0.0018175222101832755,0.01184683459461966,0.027774895531037957,0.0029206194249629114,-0.0026353157501759483
2023-07-21 00:00:00+05:30,-0.027430512454821976,-0.08133847172238284,-0.03100676582524209,-0.034910969720857055,-0.007697991720351238,0.0014062400350809412,0.008277929737216194,-0.006749172037213591,-0.030956005008181076,0.02003593714846108,-0.0006141298313998567,0.011405012151244565,-0.036715112575801734,-0.00345419379191092,-0.0011039657160090144,-0.0010984205358823829
2023-07-24 00:00:00+05:30,0.007852585187994476,0.0037550114994131523,-0.0016061884360123457,-0.002285897516038471,0.0015813582032759843,-0.005015064242476108,0.004145739594406672,0.0002058795705845995,-0.020226461223352254,0.002638395040690078,0.01372384266136395,0.004100345507530356,-0.009120542616502747,-0.03894393695050724,-0.007068425596372885,-0.015474574425681786
2023-07-25 00:00:00+05:30,0.0012960333718630146,-0.0014963666782452645,-0.009033544118340342,-0.0012130356254234087,0.010843632119243107,0.002721764593922593,-0.013033318529926397,-0.009263995167136496,-0.0006431982966116356,0.011695945015124831,0.014952607120780614,0.024247072117426605,-0.004689508224865913,-0.01920011454207038,-0.002068272601899679,-0.01676423388538195
2023-07-26 00:00:00+05:30,-0.0031918894698823586,0.010677364492798214,0.005869172754072727,0.0031037061629675122,-0.0034775549388867955,0.0017593124535797422,0.009104428013624766,0.014857103513316483,0.016252198695409392,-0.0002889817835383113,-0.0005972574342518744,0.004734710314050039,0.005899251081908474,0.02152280436443399,0.0011854955318639782,0.020058929972389894
2023-07-27 00:00:00+05:30,0.0025382202557651112,0.0031879094301645594,-0.006952221684706106,0.002107552214580144,-0.010380281039843897,-0.006222117356164403,0.002275741586733382,-0.017301341465902786,-0.009302438737195273,-0.011275007825404137,-0.0011953173551181306,0.0017360920910889366,-0.0052063375730438954,-0.01524613853500989,-0.02081583168334089,-0.02211255438066584
2023-07-28 00:00:00+05:30,-0.01221712849468548,-0.009348613888750634,-0.0030004162575619775,-0.01235049839166058,-0.01772104463491908,0.006008668427930797,-0.0008109340773637674,-0.010365663564300243,0.010049287735882872,0.004678378006049977,0.029916211678580273,0.039861394847066745,0.005739499623073296,0.00731103234900643,0.006969639769087932,0.006145659540408133
2023-07-31 00:00:00+05:30,0.019684688982854803,0.011339055224738104,0.015799356539327736,0.011915924975738568,0.004685084470966938,0.0021079960112933005,0.006736585401944772,0.004158134474449904,0.008465554231760875,0.03055885287274318,0.030402892910879498,0.03976180823440978,-0.009208467955695632,-0.005870431537614573,0.0032205435231451585,-0.022311236360378905
2023-08-01 00:00:00+05:30,0.008943738127558554,0.007007393169293108,0.004690843614956419,0.019521869093131805,0.0066921475019585674,-0.003756431254149706,-0.013463549468232472,0.006289947050340805,-0.014141382775986089,-0.0019767896270710406,-0.0535613740033436,0.031142596111690457,-0.003787822313682798,-0.0019325453803379355,0.0017914020680254161,0.004881106413010539
2023-08-02 00:00:00+05:30,-0.003302490206504749,-0.0061162755614280195,-0.010197838276715387,-0.006675413274974229,-0.01308467215732767,-0.0076416040459992285,-0.021900764624047997,-0.015262025079841313,-0.010683513423230706,-0.004244626652580852,-0.012907055454124738,-0.026870837535239445,0.006996992949189318,-0.010111902047217902,0.012773385089759559,-0.0016398733074399763
2023-08-03 00:00:00+05:30,-0.011829215716299246,0.00549068781365647,-0.007820249848050298,-0.0047750275910527495,-0.007223378903341238,-0.02224028086287122,-0.013284225429228691,-0.010261793906654826,-0.004203020867485918,-0.0218812050228554,0.0006035051629986743,0.0045641074656772584,-0.006870522548878655,-0.008802549058802733,-0.017764813496329634,-0.002183232755978537
2023-08-04 00:00:00+05:30,0.012823795569676166,0.01029833559398674,0.023020147535414592,0.016748096961000103,0.014459774924909352,0.005699516723895126,-0.029127928879062237,0.017850439056578793,0.013590951095512338,0.007263304194341735,-0.005428091583716488,-0.009768295328712262,-0.002077417857409336,-0.002411876745077368,-0.0009477214094959496,-9.379540315945789e-05
2023-08-07 00:00:00+05:30,0.01176112478319058,0.010628553941988361,0.005625536210326132,0.005636485765709853,-0.0005749896174017666,0.005306515987722804,-0.009418978236307884,-0.005093179576871831,0.005698311577642778,-0.0023074778601602786,0.002425641815686941,0.0,0.009112216567162656,-0.0001100000508794663,0.00021383476416736436,-0.028915299753903168
2023-08-08 00:00:00+05:30,-0.003860493577708568,-0.0020099669891280314,0.012647474638283418,-0.00821171425397682,-0.0008175247115423945,0.0043561316202545,0.00915628827660675,0.005805321653472362,-0.00602262299447609,0.002312814628710802,-0.0069901642638808825,-0.0018353055174926691,-0.0013036840909798064,-0.005605531253341622,-0.010243066240216314,-0.01167437269314131
2023-08-09 00:00:00+05:30,-0.00233387726947043,0.0030211138621853983,0.003482582452963401,0.002453048939700997,0.0003635657803851,0.0008231092856672007,0.0011343171077420333,-0.0030433144951421687,0.0065972040523583075,0.02047861102557702,-0.00476194047131695,0.0052860940075940555,-0.005319888525345595,0.013927201781072096,-0.000487999375720638,-0.0009663210737903549
2023-08-10 00:00:00+05:30,-0.005891754654688719,-0.0038008967467918486,0.0020345315373990758,-0.008608844690153439,-0.008876042597910083,-0.008841384921622453,-0.00017421923797455996,-0.010789524539276174,0.004455143269806339,0.009892521264584841,0.006032878666740515,-0.00594421440511117,-0.006073229257345769,-0.015044113861879871,-0.010291014380060859,-0.013138637948656662
2023-08-11 00:00:00+05:30,0.00194649326980878,-0.012418122121241937,-0.013376363463345586,0.0327513872279972,-0.01042266820979132,-0.011668928762622488,0.0008715790412276991,-0.002713465969262141,0.00421837750640619,-0.008116280253432251,0.010339177503982722,-0.00652984562731862,-0.01375815485970433,-0.00664090910862325,-0.006701004678984268,-0.006640438993424702
2023-08-14 00:00:00+05:30,0.000304511211562275,0.015818093039362324,0.005084124814239477,-0.0003841357766205533,-0.004880138693309832,0.007031546535153144,-0.023251821577372933,0.002934284626978645,0.011817220630552239,0.004514592675582074,0.000818648392391097,0.0,0.012511120923385022,0.0010028793914025336,0.0026143527577324743,-0.0023723439442498995
